id,x,y
122,310.4001,321.07755
123,366.13657,381.64975
124,351.47522,397.58984
125,342.72302,345.7422
126,369.9458,327.64612
127,354.40607,403.3887
128,316.95776,351.41623
129,343.6748,385.5454
130,293.46155,320.82407
131,308.80844,354.5695
132,318.90533,374.60562
133,298.3834,363.11273
134,313.87756,335.2929
135,297.8778,394.9525
136,323.1745,368.64514
137,337.34186,341.20062
138,360.52417,390.90247
139,359.69473,307.6664
140,366.26733,381.41708
141,314.3163,342.74673
142,335.1668,396.4006
143,359.39883,363.3473
144,304.57892,313.72513
145,346.80353,336.97888
146,320.99615,352.1141
147,340.55237,350.13962
148,334.1674,313.8752
149,347.90094,312.5636
150,295.6877,323.93002
151,331.12585,360.31955
152,345.2553,363.63416
153,329.65674,281.4693
154,352.9943,335.24838
155,300.69507,301.52686
156,292.14886,292.22256
157,329.22882,329.12698
158,334.9543,293.47617
159,354.80945,302.90567
160,335.17212,350.3177
161,264.94388,347.24695
162,299.25018,278.8259
163,274.22498,343.948
164,290.87897,315.2665
165,287.77737,311.4627
166,292.53564,272.55615
167,359.53284,275.5897
168,285.52594,319.4573
169,362.35733,350.83423
170,282.41278,334.3074
171,351.01678,316.05383
172,341.23218,317.6695
173,299.15686,332.679
174,326.3984,286.29852
175,356.28497,317.38092
176,319.6146,615.1666
177,345.25534,257.351
178,340.39868,319.71475
179,372.0057,681.8497
180,301.91745,300.18005
181,367.39316,349.82928
182,317.7192,330.9488
183,381.2173,319.4486
184,363.8374,615.39923
185,389.94977,351.73615
186,371.07767,320.18134
187,325.96036,330.20715
188,337.05817,294.52454
189,275.3317,599.5329
190,303.67212,305.65622
191,373.17368,627.97534
192,336.28726,271.14722
193,390.95657,302.06604
194,386.81036,671.29425
195,357.6876,350.40527
196,361.35208,292.68692
197,384.39996,351.7726
198,338.7542,354.89185
199,346.39752,547.344
200,359.3463,287.4273
201,359.40518,318.11362
202,335.0887,344.74146
203,408.48508,381.3746
204,342.50217,630.2936
205,415.56573,316.2915
206,325.91653,646.46155
207,333.66382,367.54623
208,414.90173,357.4212
209,376.75977,663.1258
210,397.35217,387.52695
211,356.9748,344.23126
212,359.42032,363.20227
213,360.5041,402.49118
214,336.267,640.3501
215,341.0738,386.39102
216,331.6922,316.1473
217,309.57092,405.63483
218,310.72092,412.08667
219,327.42615,627.3091
220,385.37323,400.12766
221,371.13678,552.1117
222,328.60413,384.0394
223,379.93277,339.66833
224,286.37207,583.21265
225,349.87628,400.0946
226,294.78574,379.52548
227,336.57224,369.12628
228,296.94696,392.3605
229,321.99948,563.7516
230,376.09232,364.08163
231,352.5994,410.9795
232,363.8331,397.02863
233,298.03735,396.40527
234,369.94092,602.1324
235,299.08752,389.352
236,270.1775,388.77985
237,273.5551,390.94598
238,291.80127,366.38913
239,329.37582,701.35876
240,302.14966,402.21808
241,310.08035,314.64523
242,288.00244,384.55194
243,323.32312,337.1902
244,331.60962,623.47156
245,260.72403,354.3083
246,259.60757,591.50574
247,305.2877,381.0233
248,307.0114,329.70782
249,413.21558,612.4068
250,333.4373,301.38522
251,259.33063,347.42514
252,316.50864,360.27893
253,304.00122,330.60657
254,327.30392,573.38727
255,240.22495,348.67792
256,328.56235,299.42905
257,270.3103,353.74475
258,295.83887,272.00015
259,335.39954,624.31274
260,312.24957,366.0732
261,317.00327,295.90225
262,250.2797,287.9365
263,345.18063,268.58148
264,304.44162,626.8075
265,292.4956,275.8588
266,337.21332,285.8839
267,284.36578,340.35153
268,294.44043,303.9461
269,334.3128,634.7262
270,273.28323,269.5184
271,329.30936,599.377
272,350.3805,274.8893
273,368.3443,335.86053
274,350.5774,630.7218
275,289.5156,286.22577
276,356.42496,248.96547
277,287.51184,325.28815
278,303.53177,312.48514
279,329.16177,664.4077
280,338.25845,254.54997
281,360.50616,573.4967
282,360.97412,240.07326
283,332.3203,240.2074
284,337.026,628.92773
285,359.30017,283.17206
286,338.08438,295.59174
287,312.96582,284.77628
288,370.52676,335.76346
289,323.34515,572.90845
290,334.93777,286.1837
291,349.5756,281.61966
292,356.89496,254.6832
293,360.94586,283.6881
294,343.6801,625.1171
295,349.365,312.96075
296,426.2555,357.90045
297,395.1925,274.7454
298,413.456,362.7072
299,265.26758,646.93524
300,371.82104,359.95923
301,404.94662,344.0335
302,395.05966,325.60873
303,421.55917,289.38895
304,334.6886,600.7175
305,428.56677,299.7243
306,394.2708,352.49997
307,338.9058,354.47742
308,359.00073,383.7556
309,386.85455,582.66876
310,390.71503,361.43994
311,398.80765,394.21762
312,411.5869,345.86044
313,421.40424,323.34802
314,366.55676,576.1204
315,377.57193,351.35492
316,382.00668,412.20917
317,342.6171,370.17612
318,368.10205,404.55463
319,309.78033,642.5376
320,381.42404,344.65735
321,319.21378,345.7539
322,373.72827,413.52487
323,328.2829,411.09045
324,340.7646,647.112
325,295.08432,405.2068
326,353.65128,386.42392
327,354.4549,340.4406
328,361.57584,438.5689
329,413.0266,612.5778
330,318.19974,349.9209
331,362.011,622.80225
332,343.48914,383.68738
333,296.32166,362.86185
334,267.0664,674.1838
335,309.69806,360.2414
336,266.20258,643.446
337,330.1115,342.92142
338,259.72028,337.28775
339,321.52115,671.2566
340,325.60785,381.06677
341,391.2968,678.74945
342,286.94464,343.30386
343,325.29056,418.03925
344,397.38382,637.1024
345,321.94995,393.3556
346,279.5158,686.5791
347,235.96535,381.17603
348,278.0504,385.4676
349,399.0387,639.5896
350,274.54272,338.68204
351,343.11008,621.4168
352,294.97986,324.2231
353,312.3771,341.1473
354,324.32492,628.0149
355,319.61334,317.65524
356,311.72824,650.31976
357,232.94539,280.46323
358,251.60982,264.3297
359,370.5954,641.8672
360,313.70694,319.17273
361,378.35214,623.15515
362,246.00458,293.45605
363,320.5431,262.81458
364,318.22064,677.0401
365,277.39526,313.64777
366,383.5031,578.9134
367,260.7716,241.01828
368,290.8163,287.29022
369,324.78436,623.3814
370,264.43478,236.69441
371,315.8839,599.3023
372,302.93863,317.11053
373,347.92694,290.7525
374,333.60202,683.17535
375,361.18762,296.8977
376,406.64563,612.7606
377,306.56638,280.66507
378,352.61218,274.46002
379,354.19382,634.9916
380,327.99686,222.53397
381,278.59982,658.669
382,360.93066,233.47076
383,337.32434,219.30411
384,288.70523,574.4318
385,380.32462,298.67148
386,330.83646,633.95844
387,343.42755,261.44443
388,335.5619,313.79477
389,336.21173,622.09576
390,373.10223,303.60446
391,374.99435,691.1268
392,415.4712,316.67993
393,375.80576,259.2902
394,389.076,609.33044
395,407.2518,343.4281
396,320.09702,618.8894
397,384.69943,337.36456
398,415.4926,317.42346
399,302.13123,656.43677
400,350.99902,320.04495
401,347.94458,614.1258
402,448.8398,313.4991
403,395.56708,296.74408
404,410.85324,606.74634
405,407.96014,353.17184
406,328.1064,626.0587
407,402.2211,356.395
408,360.03375,364.52972
409,312.15964,621.33826
410,421.15524,301.06433
411,305.37854,674.73364
412,352.14432,366.71725
413,355.26044,379.72794
414,381.25403,675.27203
415,336.8625,346.37238
416,335.06458,617.4099
417,332.19745,426.47397
418,339.9056,366.06064
419,281.89883,648.88324
420,382.89026,411.43707
421,297.3862,621.3465
422,405.05618,365.68158
423,372.70187,360.69904
424,350.77582,621.79333
425,296.10858,400.685
426,263.89105,651.8529
427,362.82617,387.01004
428,290.18134,427.0746
429,276.49442,613.62836
430,357.83383,384.83337
431,322.8996,628.3071
432,359.49808,421.49176
433,278.49323,398.4323
434,323.5682,564.67957
435,261.34866,416.76028
436,318.4662,561.0639
437,282.19394,439.42374
438,297.42026,382.6808
439,294.96207,667.2489
440,301.85303,435.91968
441,347.39404,680.6544
442,326.58304,352.4689
443,311.1897,385.40137
444,335.90515,689.6904
445,269.74176,347.92764
446,339.08945,649.5191
447,222.30379,360.61578
448,311.2308,401.25696
449,261.89313,651.3126
450,234.13303,316.49222
451,332.87616,625.07166
452,229.57791,326.6298
453,246.58603,360.83643
454,335.3469,623.19385
455,205.61931,339.19223
456,306.40662,662.5679
457,279.4434,271.43323
458,296.24252,306.4212
459,388.72253,593.86456
460,255.80872,280.28925
461,350.8481,603.1926
462,284.4536,284.06134
463,248.18237,263.65237
464,321.12238,630.01074
465,275.4927,318.1225
466,334.31375,631.85004
467,284.3524,242.04222
468,252.88155,269.8573
469,271.59686,624.1896
470,261.21353,304.586
471,244.06087,301.42545
472,324.35275,316.30264
473,323.1883,231.56299
474,325.22598,204.80698
475,688.7241,655.9164
476,284.01367,241.61145
477,321.24133,228.66397
478,350.0416,283.51474
479,301.37106,224.0992
480,685.77905,655.2225
481,377.6858,264.97812
482,391.00443,274.10266
483,353.23068,234.24144
484,395.7167,204.93115
485,649.36,673.2726
486,399.0686,234.85945
487,340.84848,265.7944
488,343.45874,250.64825
489,434.00598,315.74283
490,654.583,668.8209
491,409.63773,281.1699
492,350.45413,266.71457
493,410.6959,256.5425
494,426.14868,319.3364
495,673.1793,673.7866
496,425.36484,267.1228
497,407.97937,286.09103
498,439.12158,317.5813
499,383.33047,346.43365
500,669.647,675.80164
501,464.8163,368.9963
502,382.12625,308.43777
503,420.89728,312.43158
504,453.91858,381.16254
505,662.55835,656.9338
506,383.17502,293.96613
507,415.93195,306.29245
508,414.29688,323.39386
509,378.33966,401.18497
510,682.32294,689.02045
511,396.41028,423.78345
512,383.02695,413.0622
513,361.4824,416.24347
514,370.81708,368.71964
515,659.69775,705.2943
516,367.09644,382.83197
517,372.82907,398.04663
518,400.86746,365.5498
519,383.40353,398.77417
520,704.8104,704.32916
521,410.6484,449.47186
522,365.73203,394.51575
523,349.75623,426.78003
524,372.03836,402.093
525,675.41345,698.27234
526,404.56918,441.36176
527,336.88345,412.0614
528,319.90442,378.47626
529,359.4264,461.9627
530,680.5115,640.5947
531,357.56454,392.62433
532,306.8126,446.43213
533,257.83414,403.01074
534,266.4712,410.49017
535,710.1191,681.19293
536,281.00092,376.07803
537,266.4969,411.48203
538,252.13835,372.39536
539,274.75214,431.37552
540,649.8199,652.914
541,300.7674,386.7035
542,286.8144,374.8116
543,291.93518,417.20865
544,237.38145,408.81152
545,665.74493,666.9412
546,232.38562,373.84866
547,251.03772,346.4246
548,298.29816,354.96225
549,197.04256,318.063
550,658.56946,695.77466
551,231.90158,359.2791
552,215.60214,302.05792
553,240.6945,302.11465
554,261.01105,299.49466
555,684.09106,646.634
556,204.94138,330.47363
557,293.69513,327.65576
558,232.84091,284.325
559,249.53923,250.26788
560,638.3545,696.57434
561,221.04309,301.53027
562,262.43723,307.383
563,282.39728,324.2068
564,242.75739,293.8379
565,643.10333,672.36053
566,254.56342,293.92264
567,261.4146,283.0616
568,226.20274,227.87387
569,283.0291,259.19693
570,657.4775,646.8204
571,248.68018,225.52048
572,264.13867,193.77643
573,270.12582,211.07324
574,352.31818,198.58499
575,697.0679,678.4974
576,269.7755,192.7736
577,340.0956,235.07602
578,325.87604,255.47525
579,365.65775,280.71707
580,679.14056,618.6346
581,381.89426,234.0476
582,405.04785,278.30173
583,321.99664,258.85117
584,397.09882,213.06117
585,664.6311,658.1391
586,345.7761,230.08075
587,406.9782,207.68773
588,361.36533,266.4353
589,412.2976,264.41785
590,662.38745,666.2603
591,423.4638,214.18298
592,416.70325,263.45584
593,389.47803,238.7034
594,450.2735,267.07037
595,621.4379,697.84784
596,457.97766,332.64722
597,396.3702,292.06915
598,402.29776,269.86017
599,471.7968,336.56036
600,663.1952,664.5266
601,442.57007,287.3282
602,448.93137,319.7158
603,400.12726,338.031
604,428.79883,353.50888
605,693.5848,626.50146
606,400.01398,333.08188
607,410.6733,336.31168
608,474.77258,374.52322
609,435.43857,399.25848
610,625.91174,665.436
611,451.61353,367.23172
612,390.96198,365.15137
613,422.50385,366.41702
614,440.3161,400.43857
615,646.6107,678.4945
616,436.6681,372.23495
617,345.34128,380.91992
618,358.24243,401.3611
619,377.4031,418.20895
620,640.114,626.70197
621,345.02036,480.90796
622,389.3789,478.30106
623,351.71057,430.23947
624,376.8211,403.25845
625,661.22833,617.87616
626,337.39035,396.0242
627,404.8107,397.93536
628,389.3419,461.1835
629,278.17065,424.46976
630,638.22375,658.57654
631,347.8706,465.16464
632,354.28516,426.42517
633,290.8215,381.93555
634,306.32108,431.92535
635,670.21185,677.5288
636,240.80614,386.85687
637,241.17734,402.72067
638,268.81357,374.98392
639,292.72296,402.54272
640,647.3357,720.5755
641,230.6159,401.32083
642,207.83046,421.38672
643,226.95682,420.15793
644,245.85454,425.06024
645,627.6936,678.6224
646,256.29126,385.89374
647,204.11191,369.93692
648,194.39648,429.45703
649,261.69263,366.73242
650,635.70807,636.371
651,264.78003,324.9945
652,207.79794,322.65057
653,200.3989,343.41513
654,181.57675,355.87152
655,669.897,623.82574
656,247.63565,347.3398
657,248.94444,279.5339
658,237.55496,313.35168
659,217.5576,308.66583
660,647.07196,659.80597
661,255.50908,278.6706
662,198.78374,309.7431
663,194.84308,291.84967
664,252.13608,252.87274
665,664.2127,651.2015
666,239.1722,217.1765
667,240.38026,292.61633
668,249.89244,309.99252
669,289.41827,189.3042
670,645.51825,714.76605
671,255.1958,212.88692
672,308.6197,201.63878
673,328.399,196.38905
674,352.2563,194.39655
675,666.70264,658.06177
676,288.32025,226.65013
677,371.29517,216.01643
678,356.0482,193.60611
679,293.26807,264.69568
680,685.18396,614.91254
681,410.58307,247.93265
682,404.41592,195.72437
683,380.57574,208.6398
684,355.0564,260.215
685,669.96313,651.0328
686,336.45398,212.32504
687,366.56958,219.08571
688,388.16776,195.62914
689,422.14008,211.00528
690,619.30634,679.3105
691,403.89474,226.19016
692,462.17316,226.48442
693,479.57602,286.76343
694,483.56473,250.7508
695,663.63715,664.2821
696,464.76166,299.51755
697,450.90817,325.09726
698,462.44556,340.88184
699,406.8402,301.75003
700,677.45844,679.5645
701,436.0438,292.8384
702,446.97366,344.61835
703,429.25476,380.87616
704,461.59265,312.47388
705,648.32825,666.4735
706,495.37048,361.80515
707,423.25604,299.3154
708,406.22018,375.76016
709,467.22824,361.14844
710,655.6338,645.47125
711,445.84042,413.94458
712,418.85388,392.118
713,380.3442,392.97104
714,436.68365,372.4509
715,678.4314,618.9503
716,427.74796,466.508
717,428.2901,392.58936
718,393.059,430.12872
719,441.13086,446.90677
720,646.4195,629.2693
