Vaccine Type,DNA vaccine,inactivated vaccine,Live attenuated influenza vaccine,mRNA vaccine,recombinant protein vaccine,viral vector vaccine,Vaccine Trial,clinical trial,Moderna,BioNTech,vaccine dose,Vaccine Accessibility,distribution,logistics,vaccine transport,vaccine store,rollout,Side Effects,autism,delirium,blood clotting,effective vaccine,Immunity,immune,immune escape,Religious,religious belief,Different groups,asymptomatic,pregnant woman,older people,children,fat people,high-risk people,Organization,WHO,COVAX,GAVI,NHS,Politician,politician,Xi Jinping,Joe biden,Donald Trump,Boris Johnson,Владимир Владимирович Путин,Emmanuel Macron,Justin Trudeau,Nation,China,USA,UK,Russia,France,Canada,India,vaccination
0,1.225806452,7.111111111,0,0,1.764705882,21,0,62,5.333333333,0.363636364,1.220779221,0,67,77,0,0,13.14814815,0,31,32,6.5,2.1,0,14,0,0,12,0,1,34,28,42.66666667,69,0,0,16.73015873,1.066666667,24,23,0,12,25,0.333333333,8.15625,1,12.79411765,6,20,0,25,4.489795918,46,17,35,63,40.90909091,0
0,0,16.44444444,0,0,0,0,0,16,4.666666667,0.181818182,2.25974026,0,49,52,0,0,5.740740741,0,31,31,9.75,3.3,0,11,0,0,65,0,1,37,38,45.71428571,65,0,0,17.26984127,0,27,19,0,15,24,0.333333333,7.3125,1,14.5,4.666666667,12,0,27,3.979591837,48,17,32,58,24.24242424,0
0,0.709677419,8,0,0,0,23,0,31,4,0.181818182,1.116883117,0,49,45,0,0,5.740740741,0,26,54,14.39285714,3.3,0,10,0,0,90,0,1,40,38,47.23809524,44,0,0,19.15873016,0,25,20,0,18,19,0.333333333,6.46875,1,0,4,10,0,27,3.775510204,50,16,35,59,20.45454545,0
0,0.580645161,0,0,0,0.823529412,0,0,47,6.666666667,0.545454545,0.935064935,0,78,89,0,2.470588235,14.07407407,0,35,32,13,2.1,0,12,0,0,0,0,1,35,58,47.23809524,46,0,0,17.53968254,0,30,29,0,19,17,0.333333333,6.1875,1,23.88235294,4.666666667,8,0,26,3.979591837,50,16,35,60,21.96969697,1
0,0.516129032,19.11111111,49,0,3.882352941,18,0,41,6,0.545454545,1.766233766,0,76,94,32,0,8.888888889,0,39,51,20.42857143,5.1,0,13,0,0,70,0,1,29,43,48.76190476,63,0,0,18.07936508,0.853333333,19,28,0,16,18,0.5,6.46875,1,0,4.666666667,8,0,27,3.87755102,49,16,35,60,47.72727273,0
0,1.161290323,7.111111111,0,0,3.411764706,20,0,56,6,0.545454545,1.168831169,0,84,88,0,0,9.814814815,0,39,33,13.46428571,1.5,0,15,0,0,33,0,1,35,49,47.23809524,57,0,0,16.73015873,0.96,48,27,0,14,15,1.166666667,7.03125,1,25.58823529,5.333333333,6,0,31,4.081632653,49,21,35,61,21.96969697,0
0,0.580645161,0,0,0,2.647058824,21,0,50,4.666666667,0.727272727,1.61038961,0,80,95,0,2.647058824,12.40740741,0,40,32,10.67857143,2.1,0,15,0,0,23,0,1,28,27,48.76190476,44,0,0,16.19047619,1.066666667,27,28,0,14,18,0.5,7.59375,1,26.44117647,10,6,0,29,3.775510204,47,19,35,60,21.21212121,0
0,1.290322581,15.11111111,0,0,1.823529412,21,0,55,6,1.090909091,0.623376623,0,77,76,38,0,9.814814815,0,33,45,13.46428571,0.6,0,12,0,0,12,0,1,31,30,48,73,0,0,16.73015873,0,23,26,0,13,24,0.333333333,7.875,1,0,4.666666667,4,0,29,3.775510204,47,17,37,57,59.84848485,0
0,0.709677419,0,0,0,0,0,0,20,4.666666667,0.181818182,0.909090909,0,52,49,41,3,8.148148148,0,32,28,12.07142857,1.5,0,11,0,0,39,0,1,32,31,44.95238095,39,0,0,17,0,34,17,0,14,19,0.333333333,5.625,1,0,9.333333333,5,0,29,3.367346939,47,14,38,57,25,0
0,0,0,0,0,0.941176471,0,0,32,5.333333333,0.181818182,1.766233766,0,53,39,0,0,11.66666667,0,31,49,13.92857143,1.5,0,10,0,0,0,0,1,31,18,46.47619048,43,0,0,20.23809524,1.173333333,15,19,0,16,42,0.333333333,5.34375,1,0,6.666666667,5,0,29,3.367346939,48,15,41,58,57.57575758,0
0,0,0,0,0,2.647058824,21,0,45,6,0.363636364,1.61038961,0,71,89,0,5.294117647,8.333333333,0,34,42,7.428571429,3.6,0,13,0,0,11,0,1,30,33,45.71428571,45,50,0,18.07936508,0,17,28,0,14,34,0.5,5.0625,1,12.79411765,5.333333333,3,0,32,3.571428571,46,16,38,61,23.48484848,0
0,0,21.77777778,0,0,1.764705882,21,0,55,5.333333333,0.909090909,2.025974026,0,82,93,0,5.294117647,9.074074074,0,37,42,13.92857143,2.7,0,19,0,0,69,0,1,37,44,48.76190476,75,50,0,17,0,14,28,0,13,17,0.666666667,7.03125,1,26.44117647,6.666666667,3,0,40,3.87755102,49,17,36,63,21.96969697,0
0,0.580645161,7.111111111,0,0,2.647058824,42,0,61,6.666666667,0.727272727,1.194805195,0,80,94,0,2.647058824,13.51851852,0,41,34,17.17857143,2.1,0,17,0,0,23,0,1,30,44,50.28571429,48,0,0,17,0,22,30,0,12,23,0.5,7.3125,1,12.79411765,8.666666667,3,0,45,4.081632653,48,16,36,62,21.21212121,0
0,0,14.22222222,0,0.8,2.588235294,0,0,43,6.666666667,0.909090909,0.987012987,0,82,94,0,2.647058824,9.444444444,0,37,32,18.10714286,2.1,0,17,0,0,68,0,1,36,39,46.47619048,43,0,0,16.73015873,2.026666667,23,28,0,14,22,0.666666667,6.46875,1,0,8,5,0,51,3.87755102,47,16,36,59,21.96969697,0
0,0.64516129,14.66666667,57,0.8,1.823529412,64,0,75,6,0.363636364,1.636363636,0,72,79,0,0,9.814814815,0,38,47,11.14285714,0.6,0,17,0,0,23,0,1,37,26,43.42857143,58,0,0,17.26984127,0,26,27,0,17,28,0.5,6.75,1,13.64705882,6.666666667,4,0,62,3.87755102,46,15,35,56,46.96969697,0
0,0,8,0,0,0,0,0,31,5.333333333,0.181818182,1.142857143,0,53,41,0,0,6.296296296,0,30,40,6.035714286,3.3,0,15,0,0,26,0,1,38,48,44.19047619,61,0,0,18.07936508,1.173333333,19,18,0,20,72,0.5,6.75,1,14.5,4,6,0,67,3.775510204,47,15,35,55,26.51515152,0
0,0.64516129,15.55555556,0,0,2.882352941,0,0,26,6,0.363636364,2.181818182,0,55,37,0,0,6.111111111,0,33,43,10.67857143,2.4,0,15,0,0,12,0,1,24,43,75.42857143,65,0,0,23.74603175,2.24,20,20,0,14,51,0.5,6.46875,1,0,5.333333333,3,0,65,3.87755102,48,15,35,56,52.27272727,0
0,1.161290323,0,0,1.4,0.882352941,20,0,54,6.666666667,0.363636364,1.74025974,0,80,86,0,2.647058824,6.481481481,0,35,43,14.39285714,3.3,0,17,0,0,100,0,2,30,43,76.19047619,61,0,0,24.01587302,0,13,29,0,15,49,0.5,7.03125,1,12.79411765,6,3,0,62,4.081632653,47,14,37,59,21.96969697,0
0,0,28,0,0,0.882352941,20,0,39,6.666666667,0.363636364,1.350649351,0,85,93,0,0,7.037037037,0,38,28,20.89285714,2.7,0,18,38,0,89,0,2,32,41,59.42857143,39,0,0,19.15873016,0.96,15,28,0,12,37,0.5,6.46875,1,0,4,3,0,64,3.979591837,47,16,41,61,24.24242424,0
0,0.580645161,7.111111111,0,0.8,3.470588235,21,0,49,7.333333333,0.545454545,0.987012987,0,86,93,0,2.647058824,12.22222222,0,38,44,15.78571429,2.7,0,19,0,0,23,0,2,33,29,54.0952381,57,0,0,18.34920635,0,18,29,0,12,39,0.666666667,6.46875,1,25.58823529,3.333333333,3,0,67,4.183673469,49,15,41,57,51.51515152,0
0,2.451612903,21.77777778,0,0,2.647058824,21,0,45,6.666666667,0.545454545,0.805194805,0,84,89,0,2.647058824,10.74074074,0,40,34,14.85714286,1.5,0,20,0,0,46,0,4,35,51,52.57142857,76,50,0,19.6984127,0,19,29,0,13,42,0.666666667,5.625,1,12.79411765,3.333333333,4,0,67,4.183673469,50,17,43,58,24.24242424,0
0,0.64516129,22.22222222,0,0,0,0,0,51,5.333333333,0.545454545,0.623376623,0,74,86,0,0,15.55555556,0,36,42,17.64285714,2.1,0,24,0,0,12,0,3,32,44,49.52380952,73,0,0,19.15873016,0,19,27,0,16,46,0.666666667,6.75,2,13.64705882,6,4,0,64,4.081632653,58,16,38,57,60.60606061,0
0,1.35483871,0,0,0,2,23,0,25,6,0.181818182,1.818181818,0,56,45,0,0,5,0,31,34,10.67857143,1.5,0,15,0,0,0,0,2,38,27,47.23809524,64,0,0,17.80952381,0,28,20,0,11,38,0.5,6.46875,2,0,4.666666667,2,0,57,3.775510204,54,15,39,54,25.75757576,0
0,1.35483871,8,0,0,1,0,0,41,5.333333333,0.181818182,0,0,61,41,0,8.823529412,6.851851852,0,37,44,10.67857143,3,0,15,0,0,13,0,2,39,44,48.76190476,55,0,0,22.3968254,0,21,20,0,16,51,0.666666667,6.1875,1,0,2.666666667,3,0,55,3.673469388,51,14,58,55,55.3030303,0
0,0.580645161,6.666666667,0,0,2.411764706,0,0,64,6.666666667,0.727272727,1.454545455,0,85,93,0,0,12.22222222,0,34,42,13.46428571,1.8,0,17,36,0,63,0,2,37,42,52.57142857,54,0,0,26.98412698,0,20,29,0,14,32,1,10.125,1,0,8,3,0,54,3.979591837,49,16,39,58,22.72727273,1
0,1.161290323,7.111111111,0,0.8,2.588235294,0,0,58,6,0.727272727,1.974025974,0,85,85,0,0,11.48148148,0,37,45,19.96428571,4.2,0,18,0,0,22,0,2,37,31,50.28571429,56,0,0,19.6984127,0,18,29,0,15,42,1.5,8.15625,1,12.79411765,6.666666667,2,0,51,4.081632653,49,16,35,56,26.51515152,0
0,3.548387097,28,0,0,4.294117647,20,0,52,6.666666667,0.363636364,1.558441558,0,85,91,36,0,7.222222222,0,39,36,14.85714286,0,0,17,0,0,45,0,1,32,39,51.04761905,52,0,0,18.88888889,0,18,29,0,16,58,1.166666667,15.75,1,0,4.666666667,3,0,47,3.979591837,47,15,34,56,66.66666667,0
0,0.580645161,0,0,0,0,21,0,45,7.333333333,0.545454545,1.402597403,0,87,92,0,0,10.74074074,0,37,43,11.60714286,2.7,0,17,0,0,23,0,1,25,46,50.28571429,62,50,0,18.07936508,3.093333333,25,27,0,17,63,1,12.09375,1,52.02941176,3.333333333,3,0,48,4.081632653,46,16,34,56,22.72727273,0
0,0.64516129,0,0,0,0,64,0,41,6.666666667,0.363636364,1.636363636,0,74,80,0,0,13.14814815,0,36,42,13,2.1,0,16,0,0,12,0,2,31,44,46.47619048,62,0,0,17.26984127,0,36,26,0,14,57,0.666666667,7.875,1,13.64705882,4,3,0,49,3.87755102,46,15,36,55,23.48484848,0
0,0.64516129,0,0,0,0,0,0,23,6,0.363636364,0.441558442,0,56,50,0,3,6.296296296,0,29,62,14.39285714,2.4,0,16,0,0,13,0,1,31,35,45.71428571,55,0,0,17.53968254,0,24,19,0,12,51,1.5,7.03125,1,14.5,4.666666667,3,0,45,3.673469388,47,14,40,55,75.75757576,0
0,1.35483871,0,0,0,0,0,0,24,6.666666667,0,1.324675325,0,60,42,0,0,4.814814815,0,35,43,11.60714286,3,0,14,43,0,13,0,1,33,48,48,38,55,0,19.42857143,0,26,22,0,14,51,0.833333333,6.75,1,14.5,5.333333333,4,0,41,3.469387755,54,14,55,53,27.27272727,0
0,1.741935484,20.88888889,0,0,1.705882353,0,0,45,7.333333333,0.363636364,1.532467532,0,82,91,36,5.117647059,11.85185185,0,34,36,16.25,6,0,18,0,0,55,0,1,33,26,52.57142857,68,0,0,20.23809524,0,18,32,0,14,74,1,5.90625,1,12.79411765,4.666666667,3,0,42,3.979591837,50,16,42,56,21.96969697,0
0,1.741935484,0,0,0.8,4.176470588,98,0,58,7.333333333,0.363636364,1.532467532,0,87,91,35,0,9.074074074,0,37,43,12.07142857,1.2,0,19,0,0,54,0,2,29,33,49.52380952,57,0,0,18.88888889,0,11,29,0,15,49,1.333333333,6.1875,1,0,5.333333333,3,0,41,3.979591837,48,14,38,57,65.90909091,0
0,0.580645161,35.11111111,0,0.8,0.882352941,0,0,44,8,0.545454545,0.987012987,0,89,100,0,2.647058824,14.25925926,0,39,42,10.21428571,4.8,0,17,0,0,78,0,1,35,49,49.52380952,40,49,0,18.61904762,2.986666667,13,30,0,16,39,1.833333333,6.75,1,12.79411765,3.333333333,3,0,41,4.081632653,47,15,40,59,21.96969697,0
0,1.225806452,14.22222222,0,0,0.882352941,41,0,55,7.333333333,0.545454545,1.194805195,0,91,94,0,0,15.55555556,0,40,46,14.85714286,2.7,0,17,0,0,57,0,1,32,53,48.76190476,59,0,0,17.80952381,0,28,30,0,14,46,1,6.1875,1,12.79411765,5.333333333,4,0,44,3.87755102,46,16,39,56,20.45454545,0
0,1.225806452,14.66666667,0,0,0.882352941,0,0,44,7.333333333,0.181818182,0.415584416,0,73,75,0,0,11.48148148,0,33,37,9.75,1.5,0,15,0,0,12,0,1,32,34,44.19047619,67,0,0,17,0,22,25,0,13,27,0.833333333,6.75,1,0,7.333333333,3,0,39,3.571428571,44,14,34,53,20.45454545,0
0,0.64516129,0,61,0,0,0,0,25,4.666666667,0.181818182,0.883116883,0,55,50,41,3,5.555555556,0,27,43,14.39285714,0.9,0,14,0,0,13,0,1,37,27,44.95238095,53,0,0,18.88888889,0,22,20,0,16,35,0.5,5.34375,1,14.5,6,3,0,38,3.367346939,49,14,34,52,21.21212121,0
0,0.64516129,15.55555556,0,0,0,0,0,33,6,0,1.974025974,0,59,41,0,5.823529412,7.407407407,0,31,45,15.32142857,3,0,13,0,0,50,0,1,33,27,48,53,0,0,18.88888889,0,28,21,0,13,41,0.5,5.90625,1,0,4,2,0,36,3.571428571,51,15,36,52,19.6969697,0
0,1.161290323,0,0,0,2.588235294,41,0,53,8,0.181818182,0.779220779,0,87,85,36,2.647058824,9.814814815,0,37,41,17.64285714,2.1,0,16,0,0,34,0,1,34,45,48,68,0,0,17.80952381,0,23,27,0,12,41,0.333333333,5.34375,1,12.79411765,4,3,0,36,3.87755102,50,14,36,54,19.6969697,0
0,0,7.111111111,0,0,1.705882353,40,0,45,8,0.181818182,1.142857143,0,93,96,0,5.117647059,11.2962963,0,38,46,16.25,2.1,0,17,37,0,66,0,2,31,35,51.80952381,55,0,0,19.42857143,0,31,28,0,11,39,0.5,5.625,1,0,6,4,0,37,3.979591837,50,16,35,58,20.45454545,0
0,1.741935484,7.111111111,0,0,1.705882353,20,0,71,8,0.363636364,1.74025974,0,94,90,0,2.470588235,11.85185185,0,41,39,16.71428571,1.5,0,16,0,0,44,0,2,32,40,53.33333333,67,0,0,18.07936508,0,31,27,0,13,26,0.666666667,6.1875,1,12.79411765,7.333333333,4,0,34,3.979591837,48,18,33,61,21.21212121,0
0,1.161290323,13.77777778,0,0,1.705882353,20,0,48,6.666666667,0.181818182,2.337662338,0,85,94,0,2.647058824,9.259259259,0,39,67,18.57142857,0.6,0,16,0,0,33,0,2,34,29,50.28571429,69,0,0,18.61904762,0.96,23,27,0,14,21,2,7.59375,1,12.79411765,3.333333333,3,0,32,3.87755102,49,18,34,58,23.48484848,0
0,0.580645161,7.111111111,0,0,0.882352941,62,0,53,5.333333333,0.181818182,2,0,83,76,0,2.647058824,11.85185185,0,39,77,11.60714286,0.6,0,17,0,0,46,0,1,41,44,48.76190476,74,0,0,17.26984127,1.066666667,29,25,0,11,20,0.666666667,7.03125,1,0,2.666666667,4,0,33,3.87755102,47,19,34,54,43.93939394,0
0,2.64516129,0,0,0.8,0.941176471,0,0,36,4.666666667,0.181818182,1.532467532,0,58,49,0,2.823529412,6.666666667,0,31,56,9.285714286,2.4,0,14,0,0,12,0,2,35,20,45.71428571,50,0,0,16.73015873,0,29,19,0,15,25,0.666666667,6.1875,1,0,6,3,0,31,3.469387755,49,17,51,54,38.63636364,0
0,0.64516129,15.55555556,60,0,3.823529412,0,0,45,4.666666667,0.181818182,0.441558442,0,59,41,0,0,9.074074074,0,32,66,9.285714286,1.5,0,16,0,0,12,0,1,34,43,51.80952381,44,0,0,20.77777778,0,35,20,0,16,35,1,7.875,1,0,5.333333333,2,0,33,3.775510204,50,18,40,55,42.42424242,0
0,1.161290323,0,0,0.8,2.529411765,40,0,51,6,0.363636364,0.961038961,0,88,97,36,0,7.592592593,0,40,56,21.82142857,3.3,0,21,0,0,22,0,2,32,40,54.0952381,58,0,0,19.42857143,0.96,16,30,0,15,37,0.666666667,15.1875,1,0,5.333333333,5,0,37,4.387755102,51,19,40,61,31.81818182,0
0,0.580645161,0,0,5.8,5.882352941,40,0,53,12,0.363636364,1.532467532,0,94,88,35,0,5.37037037,0,39,61,25.53571429,1.2,0,23,0,0,33,0,2,42,28,51.04761905,65,0,0,18.61904762,1.92,31,30,0,12,31,1,11.53125,1,0,3.333333333,4,0,38,4.591836735,49,18,41,60,22.72727273,0
0,3.935483871,0,0,3.4,2.411764706,0,0,57,13.33333333,0.545454545,1.298701299,0,94,92,0,2.470588235,7.222222222,0,38,58,19.5,0.6,0,26,0,0,42,0,2,30,45,49.52380952,76,46,0,18.34920635,0,31,29,0,14,37,1.666666667,7.875,1,11.94117647,3.333333333,4,0,41,4.693877551,50,17,43,58,20.45454545,0
0,0,13.77777778,0,1.4,2.470588235,39,0,63,14,0.181818182,1.506493506,0,85,88,0,4.941176471,7.962962963,0,43,58,18.10714286,1.2,0,31,0,0,22,0,2,39,33,51.04761905,72,0,0,18.34920635,0,27,30,0,15,27,1.333333333,6.75,1,11.94117647,6.666666667,4,0,43,4.591836735,50,19,43,59,23.48484848,0
0,2.387096774,7.111111111,0,1.4,0,20,0,67,10.66666667,0.181818182,0.597402597,0,74,79,0,2.647058824,8.148148148,0,40,49,22.75,3.3,0,31,38,0,45,0,3,25,40,46.47619048,56,0,0,17.26984127,2.026666667,25,27,0,15,36,1,6.1875,1,12.79411765,2.666666667,3,0,42,4.387755102,51,20,43,57,22.72727273,0
0,0.64516129,7.555555556,0,1.6,0.941176471,0,0,40,7.333333333,0.181818182,1.688311688,0,53,45,0,5.647058824,5.925925926,0,29,52,16.71428571,1.5,0,25,0,0,97,0,2,30,35,47.23809524,60,0,0,16.73015873,0,34,19,0,10,44,1,6.1875,6,27.29411765,2.666666667,3,0,40,4.387755102,47,17,45,57,50,0
0,0.64516129,7.555555556,0,0,0,0,0,30,7.333333333,0.181818182,1.064935065,0,58,37,0,2.823529412,8.888888889,0,30,44,12.53571429,0.6,0,28,0,0,12,0,2,32,38,51.04761905,67,0,0,18.34920635,0,21,22,0,13,41,4.333333333,6.1875,5,13.64705882,4.666666667,3,0,38,4.285714286,51,19,49,55,44.6969697,0
0,0,13.33333333,0,0,1.647058824,39,0,51,8.666666667,0.363636364,1.688311688,0,91,80,69,0,10.92592593,0,38,43,13.92857143,4.5,0,35,0,0,11,0,3,31,50,51.80952381,67,93,0,19.42857143,0,8,33,0,14,34,3.166666667,5.90625,2,0,5.333333333,3,0,40,4.897959184,52,19,51,60,29.54545455,0
0,1.161290323,27.11111111,0,1.4,1.647058824,0,0,59,10.66666667,0.363636364,1.324675325,0,92,96,0,7.411764706,18.51851852,0,39,43,13,2.7,0,37,37,0,75,0,3,32,50,51.04761905,58,0,0,19.96825397,0,16,34,0,13,22,5.5,6.75,2,11.94117647,3.333333333,3,0,40,5.102040816,55,19,49,61,23.48484848,1
0,0.580645161,13.33333333,52,0.8,4.941176471,0,0,54,10.66666667,0.363636364,1.688311688,0,93,84,0,2.470588235,12.59259259,0,40,44,11.14285714,3.3,0,40,0,0,43,0,3,31,47,53.33333333,58,0,0,21.04761905,0,14,32,0,17,26,16.66666667,9.84375,1,0,4,3,0,40,5.204081633,57,24,52,63,25.75757576,1
0,1.741935484,20.44444444,0,0.8,0.823529412,0,0,71,10,0.181818182,1.896103896,0,91,95,0,0,6.296296296,0,42,35,11.14285714,4.8,0,39,37,0,22,0,4,32,40,51.80952381,58,0,0,19.42857143,0,17,30,0,15,27,7,6.46875,1,0,3.333333333,3,0,39,4.897959184,58,19,57,59,25.75757576,0
0,1.161290323,20.88888889,0,0.8,1.705882353,20,0,70,9.333333333,0.545454545,1.168831169,0,80,81,0,0,12.59259259,0,36,55,14.39285714,2.1,0,37,38,0,22,0,3,31,37,51.04761905,71,0,0,18.88888889,0,23,29,0,14,27,4,6.1875,1,0,4.666666667,3,0,40,5,57,19,54,61,23.48484848,1
0,1.290322581,15.55555556,0,1.6,0.941176471,0,0,34,6,0.181818182,0.649350649,0,54,47,0,2.823529412,4.259259259,0,34,48,12.53571429,3.9,0,36,84,0,24,0,2,29,41,44.19047619,43,0,0,17.26984127,2.24,18,20,0,11,20,3,5.0625,1,0,5.333333333,2,0,39,4.285714286,55,17,53,60,24.24242424,0
0,1.290322581,0,0,1.6,0,0,0,39,6.666666667,0.181818182,0.415584416,0,61,37,0,0,4.074074074,0,30,42,13.46428571,5.1,0,35,0,0,24,0,3,29,50,50.28571429,69,0,0,18.34920635,0,11,24,0,13,35,3.333333333,5.625,1,0,6,3,0,39,4.591836735,62,19,68,59,27.27272727,0
0,1.161290323,6.666666667,0,0,2.470588235,0,0,59,10,0.363636364,1.506493506,0,92,83,0,0,9.444444444,0,40,51,19.96428571,3.9,0,49,0,0,32,0,4,32,47,50.28571429,69,0,0,18.34920635,0,24,35,0,15,27,2.833333333,7.03125,1,11.94117647,4,3,0,42,5.306122449,66,25,58,68,21.96969697,1
0,1.161290323,6.666666667,0,0.6,0.823529412,39,0,55,9.333333333,0.363636364,2.25974026,0,80,82,34,0,9.444444444,0,39,57,14.85714286,2.1,0,51,36,0,64,0,5,29,61,50.28571429,73,0,0,18.61904762,0.96,14,36,0,14,60,3.833333333,6.75,1,23.88235294,6,2,0,45,5.408163265,66,25,56,67,21.21212121,1
0,0.580645161,13.33333333,0,0,2.411764706,0,0,69,8.666666667,0.545454545,0.753246753,0,90,84,0,7.411764706,9.259259259,0,39,54,14.85714286,3.9,0,59,0,0,32,0,9,34,52,53.33333333,58,0,0,20.50793651,0,17,38,0,14,55,8,7.3125,1,47.76470588,12,4,0,48,5.612244898,71,25,56,66,25.75757576,0
0,1.096774194,32.88888889,0,0.6,1.588235294,38,0,69,9.333333333,0.545454545,0,0,80,79,0,9.705882353,10.74074074,0,35,59,17.64285714,3.9,0,97,0,0,10,0,9,33,67,51.80952381,68,0,0,19.6984127,0,22,42,0,13,45,3,11.8125,9,0,66.66666667,35,0,64,8.163265306,94,31,74,78,43.18181818,1
0,1.161290323,7.111111111,0,0,1.705882353,40,0,45,8,0.727272727,0.779220779,0,69,73,0,5.117647059,10.74074074,0,29,82,16.25,4.8,0,100,0,0,22,0,9,38,61,47.23809524,40,0,0,18.88888889,0.96,19,41,0,10,46,2,14.90625,5,0,22.66666667,100,0,72,7.244897959,76,31,67,97,30.3030303,1
0,0.64516129,0,0,0.8,0,44,0,19,6,0.181818182,0.857142857,0,55,41,0,2.823529412,7.777777778,0,25,100,7.892857143,2.4,0,92,0,0,12,0,10,39,49,48,55,0,0,18.61904762,1.066666667,16,33,0,16,54,1.666666667,14.625,5,0,13.33333333,22,0,71,6.734693878,88,34,83,85,31.81818182,0
0,0.64516129,15.11111111,0,0,0,22,0,22,6,0.363636364,1.272727273,0,59,36,0,0,7.777777778,0,26,64,9.285714286,3,0,93,0,0,36,0,12,30,76,51.80952381,59,0,0,20.23809524,1.066666667,13,40,0,13,54,1.666666667,11.8125,6,13.64705882,18.66666667,19,0,73,7.040816327,100,35,100,82,28.78787879,0
0,2.193548387,0,0,6.2,0,38,0,60,12,4.181818182,2.181818182,0,74,76,0,12,8.703703704,0,28,59,9.75,2.7,0,97,36,0,21,0,17,48,100,51.04761905,36,0,0,18.88888889,0.96,17,56,0,12,53,3.666666667,10.6875,11,11.94117647,54.66666667,69,0,76,7.346938776,97,36,94,100,28.03030303,1
