Vaccine Type,DNA vaccine,inactivated vaccine,Live attenuated influenza vaccine,mRNA vaccine,recombinant protein vaccine,viral vector vaccine,Vaccine Trial,clinical trial,Moderna,BioNTech,vaccine dose,Vaccine Accessibility,distribution,logistics,vaccine transport,vaccine store,rollout,Side Effects,autism,delirium,blood clotting,effective vaccine,Immunity,immune,immune escape,Religious,religious belief,Different groups,asymptomatic,pregnant woman,older people,children,fat people,high-risk people,Organization,WHO,COVAX,GAVI,NHS,Politician,politician,Xi Jinping,Joe biden,Donald Trump,Boris Johnson,Владимир Владимирович Путин,Emmanuel Macron,Justin Trudeau,Nation,China,USA,UK,Russia,France,Canada,India,vaccination
0,2.193548387,6.666666667,0,12.2,0,19,0,76,13.33333333,5.818181818,1.636363636,0,71,74,0,4.764705882,11.2962963,0,27,69,18.57142857,1.2,0,93,36,0,31,0,21,48,76,48,38,45,0,19.42857143,0.96,26,61,0,10,44,1.333333333,9.5625,9,0,18.66666667,25,0,82,6.836734694,90,40,65,89,31.06060606,1
0,1.677419355,20,0,8.2,2.470588235,38,0,61,11.33333333,7.636363636,0.545454545,0,77,76,0,2.470588235,10.37037037,0,24,53,9.75,3.9,0,86,0,0,21,0,17,43,89,51.04761905,43,0,0,21.31746032,1.92,27,60,0,14,64,2.666666667,10.96875,8,0,13.33333333,23,0,90,7.448979592,100,38,62,93,29.54545455,0
0,1.096774194,13.33333333,0,4.8,1.647058824,38,0,71,11.33333333,5.454545455,1.116883117,0,71,76,0,12.17647059,15,0,25,45,10.67857143,1.2,0,73,0,0,11,0,16,39,75,51.04761905,43,0,0,21.31746032,0.96,19,54,0,11,45,1.166666667,10.40625,6,23.88235294,11.33333333,16,0,88,7.040816327,86,37,58,85,32.57575758,1
0,2.193548387,6.666666667,0,2.6,2.352941176,19,0,59,10,3.454545455,0.545454545,0,69,66,100,12,8.148148148,0,21,49,10.67857143,3.9,0,80,35,0,52,0,17,37,84,45.71428571,61,0,0,19.96825397,0,12,59,0,12,68,1,10.125,7,0,15.33333333,17,0,84,6.93877551,80,34,58,82,32.57575758,0
0,1.290322581,0,0,2.4,0.941176471,43,0,43,7.333333333,1.090909091,1.038961039,0,63,45,0,8.294117647,11.66666667,0,23,52,14.39285714,6,0,78,0,0,12,0,17,34,83,50.28571429,50,0,0,21.31746032,1.066666667,14,56,0,13,71,1.5,10.40625,6,27.29411765,16,19,0,86,6.93877551,84,42,62,82,35.60606061,0
0,0,0,0,3.8,0.882352941,21,0,38,8,1.090909091,0.623376623,0,59,43,0,8.117647059,8.703703704,0,20,52,7.892857143,3,0,79,0,0,24,0,18,33,77,51.04761905,49,0,0,22.66666667,0,24,61,0,14,70,1.666666667,10.40625,6,0,16,14,0,84,7.244897959,87,100,64,80,39.39393939,0
0,1.548387097,18.22222222,0,5,1.470588235,35,0,71,10.66666667,3.636363636,1.012987013,0,84,69,0,9,7.962962963,0,21,46,7.428571429,4.2,0,74,33,0,29,0,16,34,62,51.04761905,42,42,0,20.77777778,0.853333333,21,63,0,16,88,1.666666667,9.5625,23,11.08823529,27.33333333,15,0,77,7.040816327,98,80,56,82,39.39393939,1
0,1.096774194,6.222222222,0,3.4,2.352941176,37,0,64,10.66666667,3.272727273,0.909090909,0,78,64,33,4.764705882,9.074074074,0,26,50,13.46428571,3.3,0,67,0,0,10,0,14,30,81,48,44,0,0,20.77777778,1.813333333,12,79,0,15,87,1.5,9.84375,10,0,16,15,0,100,6.93877551,80,48,56,78,40.15151515,1
0,4.516129032,13.33333333,0,2,5.705882353,19,0,76,10,2.727272727,1.688311688,0,80,66,0,7.411764706,9.814814815,0,29,48,12.07142857,2.7,0,66,36,0,53,0,16,38,58,48,57,0,0,21.04761905,1.92,23,88,0,16,57,1.5,10.125,5,11.94117647,23.33333333,14,0,87,7.142857143,80,52,56,76,33.33333333,1
0,0.580645161,6.666666667,0,4.8,1.647058824,19,0,49,11.33333333,2.545454545,0.181818182,0,76,64,0,2.470588235,8.888888889,0,28,59,13,2.7,0,61,0,0,21,0,13,33,73,48,51,0,0,21.04761905,0.96,19,100,0,17,69,1.833333333,9.5625,4,0,16.66666667,10,0,81,7.551020408,75,42,51,77,34.09090909,1
0,1.612903226,19.11111111,0,3.2,2.294117647,36,0,53,11.33333333,1.818181818,0.181818182,0,79,60,65,4.588235294,12.40740741,0,26,49,13,3,0,60,0,0,30,0,14,33,78,49.52380952,53,88,0,21.85714286,0.853333333,18,68,0,11,98,2.333333333,9.84375,54,11.08823529,12,13,0,76,8.469387755,77,37,51,77,35.60606061,0
0,1.225806452,0,0,4.6,1.764705882,21,0,31,8,0.545454545,1.61038961,0,59,37,0,2.647058824,11.85185185,0,26,56,5.571428571,1.5,0,56,0,0,12,0,11,42,64,48,59,0,0,22.3968254,1.066666667,20,51,0,16,100,2.166666667,9.84375,12,26.44117647,12.66666667,9,0,71,7.959183673,78,34,51,72,39.39393939,0
0,2.451612903,7.111111111,0,1.4,0.882352941,21,0,48,6,0.909090909,0.38961039,0,70,34,0,5.294117647,10,0,27,57,13,3.6,0,55,0,0,23,0,13,37,38,50.28571429,53,0,0,22.3968254,1.066666667,22,54,0,12,83,1.5,9.84375,7,0,9.333333333,12,0,70,7.551020408,79,34,53,71,37.12121212,0
0,1.032258065,6.222222222,0,3.2,1.529411765,91,0,54,11.33333333,3.272727273,1.402597403,0,83,61,0,0,10.74074074,0,30,40,10.21428571,1.2,0,50,68,0,50,0,15,36,64,49.52380952,62,0,0,21.04761905,0,22,56,0,14,71,1,8.71875,4,11.08823529,7.333333333,10,0,63,7.244897959,69,29,48,70,31.81818182,1
0,1.612903226,18.66666667,0,2.6,1.529411765,54,0,67,10,2.909090909,0.519480519,0,89,64,0,0,8.703703704,0,28,47,14.85714286,2.4,0,48,34,0,10,0,16,33,56,47.23809524,41,0,0,19.96825397,0.853333333,18,52,0,15,72,1,7.59375,5,0,9.333333333,7,0,58,6.93877551,68,26,50,68,31.81818182,1
0,1.612903226,12.88888889,0,1.4,1.588235294,18,0,64,10.66666667,2.363636364,0.883116883,0,79,61,0,2.294117647,18.51851852,0,42,53,10.67857143,1.8,0,45,0,0,51,0,22,36,47,48.76190476,43,0,0,20.50793651,0,18,54,0,11,73,0.833333333,8.15625,5,58,8,7,0,60,7.653061224,71,29,50,71,31.81818182,1
0,0.516129032,12.88888889,0,2,1.588235294,18,0,77,11.33333333,2.181818182,1.246753247,0,88,59,0,7.058823529,13.51851852,0,100,47,19.03571429,5.1,0,48,0,0,20,0,23,32,49,49.52380952,44,0,0,22.12698413,0.96,15,68,0,14,49,1,7.875,3,58,10,8,0,59,7.448979592,68,29,49,70,31.81818182,1
0,3.290322581,6.666666667,0,0.6,3.176470588,37,0,64,9.333333333,1.818181818,1.818181818,0,82,57,33,0,9.62962963,0,46,41,8.821428571,3.3,0,45,35,0,21,0,21,34,56,48.76190476,54,0,0,21.31746032,0.96,24,52,0,13,58,0.666666667,7.59375,3,23.88235294,8,7,0,55,7.040816327,66,25,47,72,30.3030303,1
0,1.225806452,0,0,0.8,0,63,0,55,8,0.545454545,2.233766234,0,64,36,0,5.294117647,12.03703704,0,27,59,12.07142857,7.8,0,43,0,0,23,0,17,35,46,51.80952381,53,0,0,21.85714286,2.133333333,20,41,0,15,50,1,8.15625,5,0,7.333333333,8,0,58,7.244897959,71,25,47,70,31.81818182,1
0,3.096774194,14.66666667,0,0.8,1.764705882,21,0,42,7.333333333,0.363636364,0.805194805,0,63,31,0,5.294117647,14.25925926,0,27,52,8.821428571,5.1,0,44,0,0,12,0,17,39,32,52.57142857,67,0,0,21.85714286,2.133333333,32,39,0,14,62,1,8.4375,31,12.79411765,8.666666667,8,0,54,7.346938776,75,26,48,72,34.84848485,1
0,2.129032258,12.44444444,0,0.6,2.294117647,18,0,75,10.66666667,1.636363636,1.220779221,0,83,62,0,9.352941176,12.22222222,0,31,57,9.285714286,2.4,0,41,69,0,80,0,21,38,52,54.0952381,46,0,0,21.31746032,0,34,47,0,14,46,1,8.15625,97,0,8.666666667,9,0,49,6.734693878,72,22,46,72,29.54545455,1
0,3.225806452,12.88888889,0,0.6,1.588235294,56,0,70,8.666666667,2.363636364,1.064935065,0,90,62,0,2.294117647,12.59259259,0,29,47,15.32142857,5.7,0,43,0,0,61,0,15,32,50,51.04761905,64,0,0,21.04761905,2.773333333,9,47,0,14,48,0.833333333,8.4375,100,0,10,8,0,46,6.530612245,73,22,48,68,29.54545455,1
0,1.612903226,6.666666667,0,0.6,0,37,0,43,8.666666667,2,1.090909091,0,83,63,0,4.764705882,11.66666667,0,29,37,21.35714286,0.6,0,37,0,0,41,0,13,31,37,51.04761905,72,0,0,21.31746032,1.813333333,24,45,0,13,49,6.166666667,8.71875,47,23.02941176,20,11,0,45,6.734693878,69,22,47,69,28.78787879,1
0,3.35483871,26.66666667,0,4.2,0,0,0,74,9.333333333,2.181818182,2.597402597,0,87,61,34,9.705882353,11.85185185,0,30,55,16.71428571,6,0,38,0,0,32,0,13,36,55,51.80952381,57,0,0,22.12698413,0.96,28,59,0,15,31,3.666666667,9,29,11.94117647,25.33333333,12,0,46,6.734693878,70,23,44,71,28.03030303,1
0,1.741935484,13.77777778,54,0,2.529411765,20,0,45,6.666666667,0.545454545,0.38961039,0,72,50,0,5.117647059,6.481481481,0,27,48,11.14285714,2.7,0,34,0,0,78,0,13,39,49,54.0952381,55,0,0,21.58730159,2.026666667,23,44,0,14,64,2.166666667,7.59375,14,0,8.666666667,10,0,46,6.632653061,66,21,44,69,29.54545455,1
0,1.870967742,0,0,0,1.823529412,0,0,59,12,0.545454545,1.844155844,0,62,36,0,0,10.37037037,0,26,52,16.25,2.1,0,33,0,0,12,0,12,34,30,49.52380952,58,0,0,21.85714286,3.2,29,39,0,16,59,1.833333333,8.15625,10,0,10,10,0,46,6.734693878,68,23,45,64,31.81818182,1
0,1.870967742,0,0,1.6,1.823529412,0,0,63,6.666666667,0.545454545,1.038961039,0,58,28,0,8.117647059,9.259259259,0,27,48,11.14285714,5.1,0,31,0,0,24,0,11,32,50,55.61904762,48,51,0,22.66666667,0,30,40,0,16,62,1.833333333,8.15625,13,13.64705882,11.33333333,6,0,48,6.632653061,72,23,46,64,28.78787879,1
0,2.774193548,6.666666667,0,1.4,2.411764706,76,0,66,10,0.727272727,0.909090909,0,77,57,0,4.764705882,6.666666667,0,31,48,14.85714286,1.8,0,33,0,0,10,0,14,54,54,53.33333333,48,0,0,21.85714286,3.733333333,35,41,0,15,40,2,8.71875,7,11.94117647,50,10,0,50,6.428571429,68,22,49,65,27.27272727,1
0,1.096774194,12.88888889,0,2.6,1.588235294,19,0,60,10.66666667,2.181818182,1.246753247,0,89,57,0,4.764705882,10,0,32,56,13.46428571,2.4,0,38,0,0,21,0,12,100,36,54.0952381,47,0,0,22.3968254,0,30,50,0,14,49,3,10.125,3,11.94117647,24,12,0,46,6.12244898,64,22,44,66,26.51515152,1
0,0.516129032,12.44444444,0,0,3.117647059,18,0,67,10,1.454545455,1.064935065,0,80,62,0,9.352941176,11.2962963,0,32,49,10.21428571,2.4,0,33,0,0,0,0,12,71,52,51.80952381,49,0,0,24.01587302,0,41,55,0,12,47,3.333333333,10.96875,3,0,10.66666667,9,0,44,6.12244898,61,20,42,67,24.24242424,1
0,2.64516129,6.222222222,0,1.4,0,37,0,66,12,1.636363636,1.246753247,0,85,62,33,7.058823529,12.40740741,0,29,55,11.14285714,2.4,0,33,69,0,20,0,13,47,60,54.0952381,52,88,0,22.3968254,0.96,19,69,0,16,47,2,10.40625,3,0,9.333333333,7,0,46,6.428571429,64,20,41,64,25.75757576,1
0,3.290322581,0,0,0.6,3.176470588,38,0,77,14,1.818181818,1.454545455,0,85,61,0,4.764705882,15.37037037,0,31,43,15.32142857,2.7,0,29,36,0,52,0,14,51,55,51.04761905,72,45,0,22.3968254,0.96,35,59,0,16,59,2,9.5625,3,11.94117647,8.666666667,7,0,54,6.326530612,62,19,42,67,24.24242424,1
0,0.580645161,21.77777778,0,0.8,2.647058824,42,0,48,8.666666667,0.727272727,1.012987013,0,66,37,37,7.941176471,6.111111111,0,26,61,19.5,3.6,0,26,0,0,57,0,12,48,47,52.57142857,47,0,0,22.12698413,1.066666667,52,50,0,13,80,1.833333333,10.125,3,26.44117647,13.33333333,6,0,48,6.428571429,64,22,42,63,26.51515152,0
0,1.225806452,14.66666667,0,0,0.882352941,42,0,47,8.666666667,1.090909091,1.220779221,0,65,35,0,5.470588235,7.962962963,0,29,52,20.89285714,2.1,0,29,0,0,12,0,14,49,37,55.61904762,100,51,0,22.93650794,1.066666667,34,46,0,20,47,1.666666667,9.84375,4,13.64705882,8.666666667,6,0,49,6.326530612,65,22,44,69,26.51515152,0
0,0.516129032,6.222222222,0,2,1.529411765,54,0,60,12.66666667,2,0.519480519,0,87,68,32,4.588235294,10.74074074,0,30,49,21.35714286,0,0,30,0,0,40,0,13,43,51,53.33333333,54,44,0,21.04761905,0.853333333,21,43,0,16,57,1.166666667,7.59375,2,0,7.333333333,10,0,43,5.918367347,64,20,39,77,24.24242424,1
0,1.612903226,12.44444444,49,1.4,0.764705882,91,0,59,12.66666667,1.636363636,1.402597403,0,89,67,32,0,8.888888889,0,31,56,21.82142857,2.4,0,28,0,0,20,0,15,50,59,54.0952381,59,0,0,20.77777778,3.626666667,33,43,0,13,49,1.166666667,8.15625,2,11.08823529,8,12,0,41,6.12244898,64,19,38,68,24.24242424,1
0,2.193548387,6.666666667,0,2,1.588235294,37,0,66,13.33333333,18.18181818,1.090909091,0,87,71,0,2.294117647,16.11111111,0,33,39,37.60714286,1.2,0,29,70,0,41,0,14,39,41,54.85714286,61,45,0,21.58730159,0.96,24,44,0,16,55,1.333333333,7.03125,2,11.94117647,10.66666667,10,0,41,6.020408163,64,20,40,68,24.24242424,1
0,3.161290323,12.44444444,0,3.2,1.529411765,18,0,65,11.33333333,11.45454545,1.220779221,0,88,68,0,4.588235294,10.18518519,0,29,35,46.42857143,4.2,0,29,0,0,40,0,13,39,63,56.38095238,76,87,0,20.77777778,2.666666667,29,47,0,14,46,1.166666667,7.03125,2,0,10,8,0,40,5.612244898,64,18,38,64,24.24242424,1
0,1.096774194,19.55555556,0,2,2.352941176,37,0,55,12,6.363636364,1.636363636,0,86,60,0,2.294117647,8.518518519,0,31,54,26,3.3,0,27,0,0,41,0,11,34,54,51.04761905,42,45,0,21.85714286,0,30,41,0,17,40,1.333333333,14.625,2,34.97058824,8.666666667,8,0,40,5.816326531,61,19,37,62,24.24242424,0
0,1.225806452,7.111111111,0,0,2.647058824,42,0,53,8.666666667,1.636363636,1.012987013,0,60,33,37,0,3.888888889,0,25,48,24.60714286,2.1,0,26,0,0,23,0,10,42,31,52.57142857,56,0,0,21.58730159,0,39,34,0,17,53,2.166666667,12.65625,2,12.79411765,8,7,0,40,5.408163265,63,18,39,59,25.75757576,0
0,1.225806452,7.111111111,0,2.2,1.764705882,0,0,55,9.333333333,1.454545455,0.415584416,0,69,35,0,2.647058824,3.888888889,0,28,53,30.17857143,2.7,0,24,39,0,23,0,12,41,44,54.0952381,39,0,0,21.31746032,0,24,32,0,14,76,1.833333333,10.40625,2,12.79411765,6.666666667,6,0,40,5.612244898,64,20,39,61,25,0
0,2.709677419,32.44444444,0,2.6,3.176470588,37,0,62,12.66666667,3.636363636,0.181818182,0,90,64,0,2.294117647,9.62962963,0,31,52,18.10714286,1.8,0,26,35,0,41,0,10,33,52,57.14285714,60,0,0,20.77777778,0.96,23,40,0,15,49,1.666666667,9.28125,4,0,8.666666667,5,0,38,5.510204082,65,20,40,64,24.24242424,0
0,2.129032258,19.11111111,0,1.4,3.117647059,91,0,65,12.66666667,2.727272727,1.766233766,0,94,65,0,2.294117647,7.407407407,0,30,42,19.5,3.6,0,28,0,0,50,0,10,34,54,54.85714286,67,0,0,19.6984127,1.813333333,18,41,0,16,38,2.166666667,7.03125,2,46.05882353,10.66666667,7,0,36,5.510204082,65,18,46,62,22.72727273,0
0,0.516129032,19.11111111,0,1.4,4.647058824,18,0,73,12,4.909090909,0.519480519,0,94,64,0,4.588235294,12.40740741,0,32,60,31.10714286,3,0,32,0,0,61,0,10,35,44,66.28571429,60,44,0,20.23809524,0,39,40,0,12,55,2.166666667,7.03125,17,23.02941176,6.666666667,6,0,39,5.612244898,67,19,43,63,23.48484848,1
0,3.612903226,0,0,0,1.470588235,35,0,90,10.66666667,3.636363636,1.012987013,0,91,64,31,2.294117647,8.148148148,0,31,31,16.25,3.6,0,28,0,0,49,0,10,38,50,61.71428571,45,0,0,21.85714286,0,29,46,0,13,36,2.333333333,7.03125,9,11.08823529,6,5,0,37,5.714285714,67,22,47,62,24.24242424,1
0,1.161290323,13.77777778,0,2.8,0.823529412,20,0,72,12,1.454545455,1.714285714,0,91,48,0,5.117647059,10.18518519,0,29,56,21.35714286,2.7,0,25,37,0,33,0,9,34,51,57.14285714,66,0,0,21.31746032,0,34,43,0,18,42,3.666666667,7.875,4,0,10,9,0,39,5.612244898,66,21,44,71,26.51515152,0
0,2.451612903,0,0,3.8,0.882352941,83,0,61,9.333333333,1.090909091,1.012987013,0,65,38,0,7.941176471,4.444444444,0,30,46,9.75,2.7,0,22,0,0,46,0,9,45,50,57.9047619,44,100,0,20.23809524,0,24,32,0,16,29,2.5,6.46875,8,12.79411765,8.666666667,8,0,39,5.408163265,63,20,45,66,25.75757576,0
0,4.387096774,7.555555556,0,0.8,3.588235294,43,0,51,9.333333333,0.727272727,1.246753247,0,79,38,0,2.647058824,10.37037037,0,24,43,16.25,3,0,22,0,0,12,0,9,55,34,54.85714286,62,0,0,20.77777778,1.066666667,38,32,0,18,48,2.166666667,6.46875,7,13.64705882,10,7,0,38,5.510204082,66,22,44,64,25,0
0,3.161290323,24.88888889,48,1.4,2.294117647,18,0,67,12,2.909090909,1.220779221,0,95,64,0,6.882352941,5.925925926,0,26,40,14.85714286,3,0,25,34,0,50,0,12,59,58,52.57142857,58,0,0,20.23809524,2.666666667,22,36,0,16,42,1.5,6.1875,4,0,11.33333333,5,0,36,5.510204082,63,19,44,63,24.24242424,1
0,2.516129032,0,0,5.6,2.176470588,17,0,74,12,4.363636364,0.831168831,0,100,68,30,8.647058824,10.55555556,0,33,38,21.82142857,1.8,0,23,0,0,56,0,10,51,33,59.42857143,33,0,0,19.96825397,0.853333333,32,37,0,13,34,1.166666667,5.90625,3,32.41176471,18.66666667,5,0,36,5.510204082,67,20,45,66,23.48484848,1
0,3.161290323,24.88888889,0,4.6,3.058823529,72,0,42,12,3.454545455,1.402597403,0,99,75,0,4.588235294,10.18518519,0,33,44,18.57142857,1.2,0,24,0,0,50,0,9,40,52,59.42857143,51,0,0,20.23809524,1.813333333,31,33,0,17,36,1.166666667,6.1875,3,23.02941176,14,5,0,34,5.204081633,64,19,40,63,23.48484848,1
0,3.806451613,6.666666667,100,2,2.411764706,19,0,65,15.33333333,3.818181818,0.909090909,0,97,67,33,2.470588235,6.666666667,0,37,47,18.10714286,1.8,0,26,0,0,31,0,9,41,47,57.9047619,53,0,0,20.50793651,0,26,39,0,17,41,1.166666667,6.46875,4,11.94117647,14.66666667,6,0,35,5.204081633,65,21,43,64,25,1
0,1.677419355,6.666666667,0,6.2,0.823529412,19,0,53,12.66666667,2.727272727,1.298701299,0,87,61,34,2.470588235,8.333333333,0,30,44,17.64285714,2.1,0,24,0,0,42,0,9,41,53,56.38095238,67,0,0,20.77777778,0,25,27,0,17,37,1.333333333,6.1875,3,47.76470588,8.666666667,5,0,35,5.102040816,59,20,39,62,24.24242424,0
0,3.161290323,0,0,3,0.882352941,0,0,53,9.333333333,0.909090909,0.623376623,0,81,43,0,2.647058824,2.222222222,0,28,51,17.64285714,2.1,0,25,0,0,0,0,8,46,53,59.42857143,59,0,0,21.04761905,0,26,25,0,17,40,1.166666667,6.75,4,26.44117647,9.333333333,6,0,34,5.306122449,65,21,42,62,27.27272727,0
0,1.225806452,7.555555556,0,0.8,1.823529412,0,0,44,8,1.090909091,0.415584416,0,76,38,0,2.647058824,7.962962963,0,28,41,12.07142857,3.6,0,21,0,0,35,0,11,42,42,62.47619048,51,0,0,20.50793651,2.133333333,26,28,0,17,43,1.333333333,7.03125,31,40.08823529,6.666666667,6,0,38,5.408163265,81,21,48,59,25.75757576,0
0,0.516129032,6.222222222,0,1.4,3.117647059,18,0,79,14,3.090909091,1.064935065,0,93,69,0,2.294117647,8.888888889,0,32,55,16.25,5.1,0,24,0,0,30,0,11,37,69,60.19047619,63,0,0,19.96825397,2.773333333,21,33,0,14,36,0.833333333,6.75,11,23.02941176,6,4,0,37,5.102040816,69,21,43,61,23.48484848,0
0,3.225806452,0,0,1.4,3.882352941,18,0,56,15.33333333,4,0.883116883,0,91,78,0,4.588235294,10.92592593,0,31,42,16.25,5.1,0,26,0,0,51,0,10,33,39,57.14285714,57,0,0,20.50793651,0.96,30,34,0,15,30,1.166666667,7.59375,3,46.05882353,6,4,0,39,5,62,22,39,61,25.75757576,0
0,2.709677419,6.222222222,0,0.6,2.352941176,0,0,69,14.66666667,2.727272727,0.363636364,0,98,79,33,7.058823529,9.444444444,0,30,44,13.46428571,2.4,0,23,0,0,20,0,10,39,49,56.38095238,52,0,0,19.6984127,0.96,45,35,0,17,37,1.166666667,7.03125,2,11.94117647,4.666666667,4,0,37,5,65,22,40,61,25.75757576,0
0,2.709677419,6.222222222,0,3.4,2.352941176,37,0,70,15.33333333,2.909090909,1.064935065,0,88,73,0,4.764705882,7.037037037,0,31,41,19.96428571,2.4,0,27,0,0,20,0,11,42,45,57.9047619,49,44,0,20.50793651,0.96,30,36,0,14,27,1.166666667,6.75,2,11.94117647,4.666666667,6,0,37,5.102040816,60,19,38,59,25,1
0,2.193548387,0,50,0.6,1.588235294,38,0,45,12.66666667,2.909090909,0,0,83,69,67,7.235294118,9.62962963,0,30,59,10.67857143,3.3,0,23,0,0,62,0,9,37,40,55.61904762,61,0,0,19.96825397,0,21,33,0,13,37,1.5,6.75,2,23.88235294,7.333333333,5,0,35,5.102040816,59,19,37,63,24.24242424,0
0,0.64516129,7.555555556,0,1.6,0.882352941,21,0,57,9.333333333,0.545454545,0.623376623,0,69,48,0,5.470588235,5.740740741,0,28,42,15.32142857,3,0,19,0,0,35,0,9,42,47,52.57142857,65,0,0,19.96825397,1.066666667,26,27,0,17,32,1.166666667,7.03125,2,13.64705882,6,6,0,38,4.897959184,63,19,38,58,27.27272727,0
0,0,0,0,0.8,0,0,0,53,8,0.545454545,1.038961039,0,60,38,0,5.470588235,7.592592593,0,26,44,15.32142857,2.1,0,21,0,0,59,0,10,39,58,56.38095238,56,0,0,21.04761905,0,21,25,0,19,30,1.166666667,8.15625,2,13.64705882,8,5,0,38,5,65,21,37,59,26.51515152,0
0,3.225806452,6.222222222,0,14.4,3.117647059,0,0,100,66.66666667,4.181818182,0.883116883,0,86,76,0,16.23529412,9.444444444,0,27,42,15.78571429,4.5,0,22,0,0,10,0,10,35,46,53.33333333,49,0,0,20.23809524,2.773333333,19,33,0,18,49,1,6.46875,1,11.08823529,6.666666667,4,0,35,4.897959184,62,18,37,59,24.24242424,0
0,2.709677419,6.222222222,49,20,0.764705882,0,0,77,61.33333333,3.636363636,0.883116883,0,87,82,0,9.352941176,7.037037037,0,30,51,18.10714286,1.2,0,22,0,0,41,0,9,33,42,51.04761905,60,0,0,20.50793651,0,33,32,0,15,60,1,8.71875,1,11.94117647,7.333333333,5,0,38,4.897959184,63,18,38,59,25,1
0,1.612903226,6.666666667,0,18.8,2.352941176,56,0,73,32.66666667,2.727272727,0.909090909,0,85,76,0,4.764705882,5,0,29,51,12.53571429,1.8,0,22,0,0,62,0,10,43,52,50.28571429,53,0,0,20.23809524,0,38,32,0,16,49,1.333333333,7.3125,2,34.97058824,6.666666667,5,0,36,4.693877551,61,18,37,59,25.75757576,0
0,5.096774194,6.666666667,0,9.8,0,19,0,58,22,2.363636364,0.753246753,0,79,70,0,0,11.48148148,0,31,42,19.03571429,0,0,22,0,0,21,0,10,40,47,52.57142857,54,0,0,20.23809524,0.96,30,38,0,18,40,1.166666667,6.75,2,11.94117647,6.666666667,7,0,37,4.693877551,64,20,36,61,24.24242424,0
0,1.096774194,6.666666667,0,4.8,0.823529412,19,0,61,21.33333333,2.181818182,0.545454545,0,86,72,34,7.411764706,4.074074074,0,28,46,19.96428571,6,0,21,0,0,21,0,10,38,28,49.52380952,58,46,0,19.15873016,0.96,20,33,0,16,45,4.166666667,7.03125,2,0,4,4,0,37,4.795918367,61,19,39,60,24.24242424,0
0,1.870967742,22.22222222,0,3,2.705882353,21,0,30,13.33333333,1.090909091,0.415584416,0,58,44,0,0,6.851851852,0,26,41,11.14285714,0.6,0,19,0,0,12,0,10,38,38,51.04761905,71,0,0,19.15873016,0,26,25,0,19,35,4.333333333,7.3125,2,13.64705882,8,5,0,35,4.693877551,64,19,39,57,26.51515152,0
0,1.290322581,0,0,2.4,0.941176471,22,0,40,11.33333333,0.545454545,0.415584416,0,52,42,0,5.647058824,2.962962963,0,30,43,8.821428571,0,0,17,41,0,12,0,10,42,29,48.76190476,57,0,0,19.15873016,0,43,25,0,21,51,3,6.46875,5,13.64705882,6.666666667,5,0,35,5,67,20,37,58,26.51515152,0
0,1.161290323,34.22222222,0,5.6,0.823529412,20,0,36,14.66666667,2.181818182,1.532467532,0,67,62,35,0,6.851851852,0,29,40,12.07142857,1.2,0,19,0,0,22,0,11,41,33,48,54,0,0,18.61904762,1.92,19,24,0,20,35,2,6.46875,4,12.79411765,6,5,0,35,5.102040816,62,19,38,63,25,0
0,1.096774194,12.88888889,0,6,1.588235294,19,0,68,20,2.909090909,1.454545455,0,78,79,0,2.294117647,10.18518519,0,30,41,13.46428571,4.5,0,19,0,0,10,0,10,36,33,49.52380952,53,0,0,18.34920635,0,29,31,0,16,68,2.166666667,6.46875,2,0,6,4,0,37,4.897959184,61,18,37,61,28.78787879,0
0,1.677419355,6.666666667,0,2,4,19,0,77,19.33333333,2.909090909,0.909090909,0,84,83,0,0,9.62962963,0,30,48,10.67857143,1.2,0,19,0,0,0,0,9,33,47,50.28571429,56,0,0,18.61904762,1.813333333,31,34,0,13,61,2,8.15625,3,0,4.666666667,5,0,40,4.897959184,64,16,36,59,25,0
0,0.580645161,19.55555556,50,3.4,1.588235294,19,0,83,16.66666667,2.545454545,0.909090909,0,87,76,0,4.764705882,8.703703704,0,30,43,24.14285714,1.2,0,19,0,0,31,0,14,33,34,48.76190476,63,0,0,19.15873016,1.92,26,40,0,14,58,1.666666667,8.71875,5,11.94117647,6,5,0,39,5.102040816,60,17,42,62,25,0
0,1.741935484,6.666666667,0,0,2.470588235,20,0,62,16,2,0.935064935,0,74,74,0,0,9.444444444,0,31,49,10.21428571,1.2,0,18,0,0,22,0,11,38,33,47.23809524,35,0,0,20.23809524,0.96,29,28,0,16,43,1.666666667,15.1875,2,11.94117647,5.333333333,6,0,41,5.408163265,60,16,38,57,25.75757576,0
0,0.64516129,7.555555556,0,1.6,0.941176471,0,0,33,11.33333333,0.909090909,1.454545455,0,60,51,38,2.823529412,4.62962963,0,30,59,7.892857143,2.1,0,17,0,0,12,0,9,41,38,50.28571429,62,0,0,20.77777778,0,14,23,0,18,45,1.666666667,13.5,1,0,4,4,0,40,5.714285714,70,18,35,56,27.27272727,0
0,2.516129032,15.11111111,0,0,0.941176471,22,0,40,8.666666667,0.909090909,0.623376623,0,56,45,0,0,4.62962963,0,30,59,10.21428571,0.6,0,16,0,0,24,0,9,33,30,50.28571429,52,0,0,21.85714286,1.066666667,25,25,0,19,56,1.666666667,17.71875,2,13.64705882,5.333333333,5,0,41,6.734693878,62,18,37,60,26.51515152,0
